,MAL_ID,Name_x,Japanese name,Type,Genres_x,Producer,Studio,sypnopsis,Voice Actors
367,391,Tales of Phantasia The Animation,テイルズ オブ ファンタジア THE ANIMATION,OVA,"Adventure, Fantasy, Shounen","['Geneon Universal Entertainment', 'Frontier Works']",['Actas'],"Tragedy strikes the lives of Cless Alvein, a young swordsman, and Chester Barklight, a young archer, as they return to their village of Totus to find it razed to the ground by the mysterious Black Knight. To take over the world, the Black Knight seeks to claim the power of the Demon King, Dhaos—sealed away by the ancestors of Cless and a young cleric named Mint Adnade. Dhaos's reawakening signals not only the end of the Black Knight, but potentially the world. Cless and Mint must now journey a century into the past to rally allies capable of vanquishing the Demon King for once and for all. Tales of Phantasia The Animation follows Cless and Mint's journey through time to long ago, where they forge an alliance with the half-elf sorceress Arche Klaine and the summoner Klarth F. Lester. Together, they strive to defeat Dhaos and his army in saving the past as well as the years to come.","['KanaiMika', 'KusaoTakeshi', 'InoueKazuhiko', 'ItouKentarou', 'IwaoJunko', 'MorikawaToshiyuki', 'KawataTaeko', 'TanakaRie', 'NakajimaYumiko']"
368,392,Yuu☆Yuu☆Hakusho,幽☆遊☆白書,TV,"Action, Comedy, Demons, Supernatural, Martial Arts, Shounen","['Yomiko Advertising', 'Fuji TV']",['Studio Pierrot'],"One fateful day, Yuusuke Urameshi, a 14-year-old delinquent with a dim future, gets a miraculous chance to turn it all around when he throws himself in front of a moving car to save a young boy. His ultimate sacrifice is so out of character that the authorities of the spirit realm are not yet prepared to let him pass on. Koenma, heir to the throne of the spirit realm, offers Yuusuke an opportunity to regain his life through completion of a series of tasks. With the guidance of the death god Botan, he is to thwart evil presences on Earth as a Spirit Detective. To help him on his venture, Yuusuke enlists ex-rival Kazuma Kuwabara, and two demons, Hiei and Kurama, who have criminal pasts. Together, they train and battle against enemies who would threaten humanity's very existence.","['SasakiNozomu', 'HiyamaNobuyuki', 'OgataMegumi', 'ChibaShigeru', 'MiyukiSanae', 'GendaTesshou', 'IshidaAkira', 'HayashibaraMegumi', 'TanakaMayumi', 'YamaguchiKappei']"
369,393,Escaflowne,エスカフローネ,Movie,"Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo",['Atelier Musa'],"['Bones', 'Sunrise']","Hitomi Kanzaki is in a very depressed mood. She only wants to sleep and fade away. Her misery summons Lord Folken who sends her to Gaea. The people of Gaea think she is the Wing Goddess, who can call upon the legendary Dragon Armor called Escaflowne. On Gaea, King Van, the sole survior of the White Dragon Clan, is also in a depressed state. Swearing an oath to get his revenge on the Black Dragon Clan that obliterated Van's kingdom, he lives by the sword. Now that the Wing Goddess has finally appeared, she posseses Gaea's world fate in her heart. Escaflowne will either lead Gaea to peace or total ruin. (Source: ANN)","['SekiTomokazu', 'SakamotoMaaya', 'TakayamaMinami', 'NakataJouji', 'MikiShinichiro', 'OotaniIkue', 'KosugiJuurouta']"
370,394,Ai Yori Aoshi: Enishi,藍より青し～縁～,TV,"Comedy, Drama, Harem, Romance, Slice of Life","['Geneon Universal Entertainment', 'Rondo Robe', 'Movic', 'Cosmic Ray']",['J.C.Staff'],"Two years after meeting Aoi, Kaoru and gang are still up to their normal habits. Kaoru now in grad school and the tenants being as rowdy as ever what will become of Aoi and Kaoru's love. Two years has passed since Aoi and Kaoru were freed from the bonds of their families. They continue to live their normal lives with their usual friends in their house.","['KawasumiAyako', 'HoshiSouichirou', 'YukinoSatsuki', 'MizuhashiKaori', 'HiramatsuAkiko', 'MomoiHaruko', 'NaritaSayaka', 'KoyamaKimiko', 'NotoMamiko']"
371,395,Gantz 2nd Stage,ガンツ,TV,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi",['Fuji TV'],['Gonzo'],"Kurono Kei and his ex-elementary school classmate, Kato Masaru have survived the first two ordeals that the unknown black sphere Gantz has sent them through. Exploding body parts, struggling to stay alive till the last seconds and seeing your fellow comrades fall in a pile of blood and gore are norm to them now. They are aware now that Gantz can call them up along with any new deeds, at any time for another confrontation with aliens. Will Kato's experiences in the Gantz world give him the same courage in the real world? With fellow veteran Gantzer Kei Kishimoto currently staying at Kurono's home as his ""adopted pet"", can Kurono stave off his growing lust for her mammaries? What the heck is Gantz? (Source: anime-source.com)","['NamikawaDaisuke', 'YamaguchiMayumi', 'NabatameHitomi', 'SonozakiMie', 'KakazuYumi', 'MadonoMitsuaki', 'KamiyaHiroshi', 'ShirokumaHiroshi', 'SasajimaKaoru']"
372,396,Seikai no Senki,星界の戦旗,TV,"Action, Military, Romance, Sci-Fi, Space","['Bandai Visual', 'WOWOW', 'BeSTACK']",['Sunrise'],"Three years since the end of their intergalactic excursion, both Lafiel Abriel and Jinto Linn have reunited; Lafiel as the captain of the attack ship Basroil and Jinto as her supply officer. The restart of the war between the Abh Empire and the Triple Alliance thrusts the inexperienced duo into the forefront of the deadly conflict. As the catastrophic battle between pure humankind and their greatest creation, the Abh, rages on, both sides accept that their conflict is not merely about territory, but about settling the inherent differences between themselves.","['KawasumiAyako', 'ImaiYuka', 'FukamiRica', 'ShimizuKaori', 'ShiozawaKaneto', 'InoueKazuhiko', 'YamadaMiho', 'JouHaruhiko', 'SuzuokiHirotaka']"
374,398,Seikai no Senki III,星界の戦旗 III,OVA,"Action, Military, Romance, Sci-Fi, Space","['Bandai Visual', 'BeSTACK']",['Sunrise'],"Jinto and Lafiel were riding on a light-armed transport ship ""Bokbrusue"" and navigating at the planar space of the Hyde System. This was for Jinto to govern the Hyde System, which returned to Empirial rule after the Union retreated, officially as an Earl. However, the government of Martin, Jinto`s motherland, resisted obstinately against the Empirial rule. On the other side, ""Daiichi Jyuurin Sentai"" (the First Devastation Fleet), formed with the new ship type ""Attack Vessel"", travelled to the Hyde System for drilling practices, but... (Source: ANN)","['KawasumiAyako', 'ImaiYuka', 'ShimizuKaori', 'SaigaMitsuki']"
377,401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,るろうに剣心 -明治剣客浪漫譚- 星霜編,OVA,"Romance, Samurai, Historical, Drama, Shounen",['SME Visual Works'],['Studio Deen'],"Kaoru goes to the harbor every day to see if Kenshin has returned. After a while, she starts looking back at her life with Kenshin and all the things that have happened. (Source: ANN)","['SuzukazeMayo', 'UedaYuuji', 'FujitaniMiki', 'TominagaMiina', 'SuzuokiHirotaka', 'IkedaShuuichi', 'SasakiNozomu', 'DoiMika', 'KaidaYuki']"
379,403,Hanaukyou Maid-tai,花右京メイド隊,TV,"Comedy, Ecchi, Harem, Romance",['m.o.e.'],['Daume'],"fter losing his mother, 14-year-old Taro journeys to Tokyo to live with his grandfather. But he gets the biggest surprise when he discovers that his grandfather's home is a huge mansion with hundreds of beautiful maids ready to serve him. Making matters worse (at least for Taro, but not for our viewing) is that not only does he inherit the Hanaukyo mansion, he gets the services of all of the maids 24 hours a day, 7 days a week. (Source: ANN)","['TanakaRie', 'KaidaYuki', 'HiramatsuAkiko', 'ArishimaMoyu', 'TakahashiRieko', 'KanedaTomoko', 'KanedaTomoko']"
383,407,Tantei Gakuen Q,探偵学園Q,TV,"Comedy, Drama, Mystery, Police, Shounen","['Group TAC', 'Kodansha']",['Studio Pierrot'],"Kyuu is your average boy with a knack for logic and reasoning. Desiring to become a detective, he finds out about the existence of the Dan Detective School (DDS); a famed school where students are allowed to bear arms. Together with Megu, a girl with photographic memory, the martial arts master Kinta, the genius programmer Kazuma and the mysterious Ryuu, Kyuu tackles many well planned out crimes, always seeking the truth.","['ToochikaKouichi', 'OgataMegumi', 'KuwashimaHouko', 'IshikawaHideo', 'KawakamiTomoko', 'YukinoSatsuki', 'TanakaHideyuki', 'HayashibaraMegumi', 'MikiShinichiro', 'SakumaKumi']"
385,411,Gun x Sword,ガン×ソード,TV,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",['Studio Tulip'],['AIC A.S.T.A.'],"Van, a lanky and apathetic swordsman, is on a journey to kill the murderer of his fiancé. The only characteristic he has to go by is that the murderer has a claw for an arm, hence the murderer being referred to as The Claw Man. During his travels, Van happens to pass through the city of Evergreen, which is defending itself from bandits who aim to rob the city of its treasury. It is in this city that Van meets Wendy Garret, a timid young girl who is looking for her kidnapped brother. When the city pleads for Van's assistance to defend it, he refuses, claiming it has nothing to do with him and thus leaves the city on its own to deal with the peril. Soon after, Van comes across the raiding bandits himself and they eventually tick off the swordsman to a degree where he takes action against them for his own personal vendetta. Surprisingly, Van learns that the bandits had ties with The Claw Man, and in kidnapping Wendy's brother for a reason they did not disclose. After the bandits are dealt with easily, Van and, much to his chagrin, Wendy continue the journey in search of The Claw Man. Little do they know, however, that The Claw Man is involved with something more atrocious than either could fathom.","['HoshinoTakanori', 'KuwashimaHouko', 'SakuraiTakahiro', 'InoueKikuko', 'KurataMasayo', 'ChibaSaeko', 'HoriuchiKenyuu', 'OnosakaMasaya', 'TaguchiTakashi', 'SatouMasaharu']"
386,412,Kore ga Watashi no Goshujinsama,これが私の御主人様,TV,"Comedy, Ecchi, Slice of Life","['Geneon Universal Entertainment', 'TBS', 'DAX Production', 'Memory-Tech']","['Gainax', 'Shaft']","Izumi Sawatari and her younger sister, Mitsuki Sawatari, have run away from home and are in need of employment. The only jobs available are as maids in the mansion of 14-year-old millionaire, Yoshitaka Nakabayashi. What seems like simple work is soon revealed to be far more than the girls bargained for when they find Yoshitaka to be an authoritative employer who demands they call him ""Master"". (Source: Sentai Filmworks)","['AsanoMasumi', 'MinagawaJunko', 'ShimizuAi', 'UedaKana', 'TsukuiKyousei', 'ShishidoRumi', 'ParkRomi', 'OharaSayaka', 'KuwataniNatsuko', 'AraiShizuka']"
387,413,Hametsu no Mars,破滅のマルス,OVA,"Sci-Fi, Horror","['Idea Factory', 'King Records', 'Design Factory']",['WAO World'],"Several months after a probe returning from Mars burns up during reentry, strange creatures dubbed ""Ancients"" begin to appear throughout Tokyo. Aggressive and dangerous, they cannot be killed with ordinary weapons. As scientists struggle to find the cause of their sudden appearance, the monsters wreak havoc across the world. Humanity finds hope in the form of the MARS suit—a new weapon developed to take down these enemies. The suit, however, can only be worn by those with specific DNA. Enter Takeru Hinata, an ordinary teen with a troubled past and one of the few capable of piloting the only weapon against the Ancients. With the help of the AAST, a special police force established to defeat the dangerous creatures, the young man battles against demons both personal and global whilst trying to discover the true nature of Earth's new aggressors.","['TaigaNozomu', 'NakayamaErina', 'AizawaAsuka', 'ChiharaMinori', 'NazukaKaori', 'KawabuchiYukari']"
388,415,Tonari no Yamada-kun,ホーホケキョ となりの山田くん,Movie,"Slice of Life, Comedy",['Tokuma Shoten'],['Studio Ghibli'],"Join in the adventures of the quirky Yamada family—from the hilarious to the touching±brilliantly presented in a unique, visually striking comic strip style. Takashi Yamada and his wacky wife Matsuko, who has no talent for housework, navigate their way through the ups and downs of work, marriage and family life with a sharp-tongued grandmother who lives with them, a teenage son who wishes he had cooler parents, and a pesky daughter whose loud voice is unusual for someone so small. Even the family dog has issues! (Source: Disney)","['MasuokaTooru', 'IsohataHayato', 'AsaokaYukiji', 'UnoNaomi', 'ArakiMasako']"
389,416,Kurenai no Buta,紅の豚,Movie,"Action, Military, Adventure, Comedy, Historical, Drama, Romance","['Tokuma Shoten', 'Nippon Television Network']",['Studio Ghibli'],"fter a curse turned him into a pig, World War I ace Marco Pagot becomes Porco Rosso, a mysterious bounty hunter who takes down sky pirates in the Adriatic Sea. He whiles away his days on a secluded island, rarely leaving other than to collect bounties or to visit the beautiful Gina, a songstress and owner of the Hotel Adriano. One day, while traveling to fix his faulty engine, Porco Rosso is gunned down by a young American hotshot named Donald Curtis. Thrilled at the possibility of fame, Donald boldly declares that the flying pig is dead. Not wanting to disappoint Gina, Porco Rosso flees to the famous Piccolo S.P.A. airplane company and takes out a massive loan in order to repair and improve his fighter plane. There, he is surprised to find that the chief engineer of Piccolo S.P.A. is the 17-year-old Fio Piccolo, who hungers for a chance to prove herself. With Fio's improvements, Porco Rosso prepares to challenge Donald officially and regain his honor.","['MoriyamaShuichiro', 'OkamuraAkemi', 'OotsukaAkio', 'KatoTokiko', 'KamijoTsunehiko', 'KatsuraSanshi', 'InagakiMasayuki']"
